taxpayer_id,name,income,declared_tax,paid_tax,deductions,filing_status,year
4063,Gathoni Kiprotich,11714143,1332237,0,399155,Married,2024
4064,Njoroge Kiprotich,1542954,1216262,1216262,454977,Head of Household,2022
4065,Kiprop Kirui,3945751,1010373,1010373,669359,Single,2023
4066,Ruto Kimutai,3528762,2754253,2754253,48236,Married,2022
4067,Wambui Sigei,47503973,12180130,0,6278595,Single,2022
4068,Otieno Wanjala,46391497,5111072,0,1886835,Head of Household,2022
4069,Cherono Kibaki,10100786,2060605,2060605,955342,Head of Household,2023
4070,Odinga Kemboi,4481362,783532,783532,-943008,Single,2024
4071,Kimani Kipkemoi,3082972,770969,770969,815805,Head of Household,2024
4072,Kiprop Korir,3129932,642907,642907,526335,Single,2023
4073,Rotich Kenyatta,4348262,536165,536165,866350,Married,2024
4074,Omondi Ngugi,4376136,902002,902002,174438,Married,2023
4075,Kariuki Wanjala,3860296,495124,495124,505118,Head of Household,2024
4076,Kamau Wanjala,4830919,1320123,1320123,393363,Head of Household,2022
4077,Odinga Ouma,1127744,330151,330151,220889,Single,2023
4078,Kosgei Ouma,258794,69694,69694,5592,Head of Household,2023
4079,Kipchoge Ochieng,1107841,158556,158556,-710513,Married,2022
4080,Cheruiyot Nyong'o,3449354,845936,845936,807144,Married,2024
4081,Rotich Mwangi,1767003,492441,492441,231767,Married,2022
4082,Jelimo Sigei,4711277,3187332,3187332,999001,Married,2022
4083,Otieno Kimutai,42848719,7400926,0,5876527,Single,2024
4084,Cherono Mutai,49075791,11285455,0,6636024,Head of Household,2024
4085,Kiprop Rotich,4282433,1176821,1176821,750676,Single,2023
4086,Kariuki Kemboi,43505722,10482494,0,5852479,Married,2022
4087,Njeri Ouma,3202888,913963,913963,517272,Head of Household,2023
4088,Cheruiyot Rudisha,1126499,698011,698011,80970,Married,2024
4089,Wambui Moi,932894,98893,98893,34932,Single,2022
4090,Ruto Kiprotich,4685841,1215672,1215672,461067,Single,2022
4091,Cherono Ngugi,317535,32183,32183,73868,Head of Household,2023
4092,Omondi Kemboi,4781835,821864,821864,518179,Married,2023
4093,Akinyi Karanja,512125,131694,131694,98341,Head of Household,2023
4094,Odinga Kirui,4939442,1058508,1058508,575603,Head of Household,2022
4095,Keter Karanja,1673537,213788,213788,265961,Married,2022
4096,Chepkoech Korir,3006914,2003658,2003658,802524,Head of Household,2024
4097,Kipchoge Njuguna,945459,282954,282954,239508,Head of Household,2023
4098,Akinyi Korir,1305115,363935,363935,151338,Head of Household,2024
4099,Nyambura Kiprotich,4176102,628633,628633,592522,Single,2023
4100,Rotich Bett,1498771,439306,439306,1971947,Single,2024
4101,Jelimo Kibaki,3772258,759407,759407,-180800,Married,2022
4102,Muthoni Owino,3355420,339646,339646,317163,Head of Household,2022
4103,Wangari Sang,2078476,876469,876469,217810,Single,2022
4104,Odhiambo Moi,42001449,11038738,11038738,-707681,Head of Household,2023
4105,Ruto Sang,45436028,6691969,0,3071660,Single,2023
4106,Cherono Kibaki,3398723,831283,831283,350428,Head of Household,2022
4107,Otieno Moi,1753369,215975,215975,454815,Single,2022
4108,Kimani Kamau,3865842,643259,643259,161817,Married,2023
4109,Otieno Sigei,1811932,292814,292814,295284,Married,2022
4110,Maina Kenyatta,1886348,1157811,1157811,339305,Married,2023
4111,Kariuki Ouma,4768258,1319804,1319804,566173,Married,2022
4112,Kamau Kirui,4248183,1158171,1158171,341649,Married,2022
4113,Wangari Kipkemoi,582891,102504,102504,20405,Married,2024
4114,Kimani Bett,610169,245011,245011,100245,Married,2024
4115,Kamau Kirui,2136578,1492605,1492605,425086,Married,2024
4116,Mutua Ngugi,1265448,172857,172857,288905,Single,2023
4117,Ruto Sigei,597387,94091,94091,23690,Married,2022
4118,Njeri Kamau,3197981,1392999,1392999,207908,Single,2022
4119,Maina Owino,254009,58554,58554,30463,Head of Household,2024
4120,Kibet Wanjala,43211333,5463043,0,2896739,Married,2024
4121,Maina Ochieng,1670020,407657,407657,353041,Single,2023
4122,Rotich Kamau,2462139,470340,470340,-584123,Married,2024
4123,Maina Wanjala,2820555,371744,371744,255007,Single,2022
4124,Njoroge Korir,3753344,828292,828292,1013,Married,2023
4125,Wanjiku Gitau,3600341,608977,608977,28609,Married,2024
4126,Kosgei Korir,686461,84584,84584,147735,Single,2022
4127,Auma Kemboi,4228803,589147,589147,697880,Head of Household,2024
4128,Odinga Kemboi,4819143,1124550,1124550,835111,Married,2024
4129,Keter Sigei,3194563,2122197,2122197,887632,Single,2022
4130,Gathoni Sigei,3980705,1151661,1151661,291301,Married,2023
4131,Nyambura Ochieng,4641261,1130476,1130476,512767,Single,2024
4132,Otieno Njuguna,8330943,4786216,4786216,237734,Married,2024
4133,Wanjiku Wanjala,749445,77741,77741,99511,Single,2022
4134,Muthoni Lagat,583071,157567,157567,69843,Head of Household,2024
4135,Kamau Ngugi,2403738,298726,298726,508694,Single,2022
4136,Omondi Sang,371750,77775,77775,78822,Head of Household,2023
4137,Akinyi Rudisha,1959756,399790,399790,2673438,Head of Household,2024
4138,Omondi Kimutai,615260,178212,178212,111888,Head of Household,2022
4139,Kamau Moi,3582723,491506,491506,589501,Single,2023
4140,Odinga Lagat,1086132,785770,785770,142529,Married,2024
4141,Kipchoge Ouma,3500722,551311,551311,858975,Single,2024
4142,Wanjiku Lagat,3178463,903117,903117,349477,Head of Household,2024
4143,Ruto Nyong'o,3201709,2267987,2267987,787814,Head of Household,2023
4144,Chebet Korir,1428807,416171,416171,1706844,Head of Household,2024
4145,Chebet Kiprono,43029110,7169667,0,10493940,Married,2023
4146,Otieno Kuria,1899083,235340,235340,58306,Married,2024
4147,Rotich Nyong'o,4950405,574555,574555,761202,Married,2024
4148,Rotich Kipchoge,751159,181372,181372,18310,Married,2023
4149,Nyambura Kiprono,1048553,424196,424196,168040,Single,2023
4150,Rotich Mwangi,2126108,556151,556151,480271,Head of Household,2024
4151,Odinga Rotich,882270,582236,582236,238467,Married,2022
4152,Cherono Karanja,1195170,320865,320865,74126,Head of Household,2022
4153,Cheruiyot Kamau,4323398,434295,434295,118213,Married,2022
4154,Jelimo Moi,2757053,464244,464244,470334,Married,2022
4155,Kipchoge Ondiek,1764865,248959,248959,-100050,Single,2022
4156,Kibet Kenyatta,4311610,2733790,2733790,261951,Single,2024
4157,Chebet Njuguna,2582889,619797,619797,728967,Married,2022
4158,Odhiambo Kenyatta,25027377,2997510,0,889696,Married,2023
4159,Kosgei Kiprono,4829344,1061982,1061982,425435,Married,2022
4160,Keter Sang,2602192,630852,630852,526453,Married,2022
4161,Akinyi Ondiek,3943885,1083862,1083862,335316,Head of Household,2023
4162,Kosgei Rudisha,233018,50959,50959,9300,Head of Household,2024
4163,Wanjiku Kirui,1091802,317612,317612,257222,Single,2024
4164,Wambui Kipkemoi,2343390,635106,635106,438787,Head of Household,2024
4165,Kipchoge Bett,834218,193849,193849,63048,Single,2024
4166,Cherono Korir,4286936,754922,754922,249466,Head of Household,2023
4167,Otieno Kirui,14782300,3091938,0,3905732,Single,2024
4168,Kiprop Karanja,1169928,168993,168993,206157,Head of Household,2022
4169,Gathoni Lagat,1791148,1295798,1295798,285133,Married,2024
4170,Auma Mwangi,2420018,692630,692630,558769,Married,2022
4171,Muthoni Sigei,3454784,871229,871229,290320,Single,2023
4172,Otieno Muchiri,3453929,352547,352547,858003,Single,2023
4173,Keter Bett,44797383,12424652,0,8677741,Head of Household,2022
4174,Njeri Kimutai,919683,264299,264299,203748,Single,2023
4175,Chepkoech Mutai,48712133,6567781,0,6983928,Single,2022
4176,Wambui Owino,3954127,786164,786164,4877724,Married,2024
4177,Chepkoech Wanjala,4024935,663012,663012,832000,Single,2022
4178,Kimani Gitau,1258896,782876,782876,89555,Head of Household,2023
4179,Nyambura Kiprotich,948536,163128,163128,44523,Head of Household,2024
4180,Odinga Kemboi,3344918,362200,362200,67194,Married,2023
4181,Maina Korir,280766,74358,74358,59807,Single,2024
4182,Rotich Kuria,2596804,396975,396975,221943,Head of Household,2022
4183,Njeri Kimutai,3042683,778249,778249,390109,Married,2022
4184,Kosgei Kimutai,4463881,1234345,1234345,70233,Single,2023
4185,Kamau Kipkemoi,2107281,503932,503932,62465,Head of Household,2024
4186,Mutua Rotich,437400,44225,44225,119739,Married,2022
4187,Njeri Moi,3042151,1972167,1972167,99233,Single,2023
4188,Kiplangat Kipchoge,1538050,411997,411997,2157144,Married,2023
4189,Maina Kibaki,41745517,7893777,0,4017343,Head of Household,2023
4190,Kiprop Gitau,3635944,491287,491287,930871,Head of Household,2023
4191,Odhiambo Ngugi,12807631,1293077,0,393039,Single,2024
4192,Ruto Bett,3075080,723596,723596,733734,Married,2023
4193,Njeri Kemboi,1066369,119012,119012,52709,Single,2022
4194,Nyambura Kamau,4142114,831309,831309,24972,Head of Household,2024
4195,Mutua Kenyatta,2651652,1170193,1170193,539893,Married,2023
4196,Chepkoech Kamau,4256746,955758,955758,634812,Married,2022
4197,Auma Ouma,23751575,6578684,0,1687370,Head of Household,2022
4198,Wangari Nyong'o,1662802,427856,427856,408519,Head of Household,2022
4199,Kosgei Nyong'o,4716157,484000,484000,983433,Head of Household,2024
4200,Wambui Kipchoge,4838162,1266963,1266963,19181,Head of Household,2024
4201,Cheruiyot Kipchoge,3353423,342097,342097,65115,Married,2024
4202,Cheruiyot Mutai,36192789,8774187,0,4681951,Single,2022
4203,Jelimo Kamau,1996630,466018,466018,362204,Married,2024
4204,Njeri Kiprotich,4737164,637036,637036,257043,Single,2022
4205,Otieno Karanja,3594573,560819,560819,4320873,Head of Household,2024
4206,Nyambura Kiprotich,1673379,256968,256968,106933,Married,2023
4207,Kipchoge Moi,3913424,677997,677997,341623,Single,2022
4208,Kamau Kimutai,2261151,349062,349062,110038,Head of Household,2024
4209,Kamau Kirui,2120517,341342,341342,39026,Married,2022
4210,Auma Wanjala,997352,551250,551250,39234,Head of Household,2022
4211,Maina Kiprono,865555,159587,159587,120724,Head of Household,2024
4212,Wambui Lagat,3842640,990363,990363,691935,Single,2023
4213,Odhiambo Gitau,4773367,725924,725924,632814,Married,2022
4214,Otieno Ngugi,1101641,315219,315219,316903,Single,2024
4215,Omondi Kiprotich,4454468,566721,566721,702615,Married,2022
4216,Kosgei Karanja,677852,200581,200581,126147,Married,2022
4217,Kiplangat Kemboi,3077811,638900,638900,-656272,Single,2024
4218,Keter Kimutai,12297911,3477751,3477751,131676,Single,2022
4219,Chepkoech Kiprotich,2614839,736580,736580,547762,Single,2022
4220,Akinyi Ochieng,32548189,5687954,0,1611810,Head of Household,2022
4221,Maina Rudisha,42133949,12588659,0,6650891,Single,2023
4222,Gathoni Kimutai,1962978,502280,502280,2364852,Single,2024
4223,Omondi Sang,4150225,848358,848358,56388,Head of Household,2023
4224,Ruto Mwangi,2596749,611178,611178,432367,Head of Household,2023
4225,Njeri Kuria,1818043,368716,368716,254728,Head of Household,2023
4226,Wambui Karanja,2727845,329122,329122,453000,Head of Household,2022
4227,Kipchoge Karanja,4897845,1164943,1164943,-374128,Single,2024
4228,Odhiambo Ouma,857893,211375,211375,-246044,Head of Household,2022
4229,Akinyi Bett,3366574,406633,406633,831781,Single,2022
4230,Odhiambo Kamau,242687,114512,114512,52496,Head of Household,2022
4231,Odinga Kiprono,3773237,706718,706718,841574,Single,2024
4232,Wambui Sigei,40730522,11800930,0,10335213,Head of Household,2023
4233,Wangari Kibaki,3239152,682128,682128,880992,Married,2022
4234,Otieno Owino,2451356,587931,587931,540953,Head of Household,2022
4235,Maina Rudisha,3138402,572482,572482,529894,Head of Household,2023
4236,Mutua Ondiek,2586955,680177,680177,2809061,Head of Household,2023
4237,Kipchoge Rotich,3329529,1649021,1649021,402202,Head of Household,2023
4238,Otieno Kamau,2733855,817645,817645,254377,Single,2022
4239,Chepkoech Ondiek,1582190,284211,284211,146392,Head of Household,2022
4240,Omondi Korir,903967,156912,156912,264198,Head of Household,2024
4241,Njoroge Nyong'o,1172221,344615,344615,170615,Married,2022
4242,Kosgei Muchiri,2401020,448174,448174,385793,Head of Household,2024
4243,Odhiambo Wanjala,3658275,2142096,2142096,735934,Single,2022
4244,Njoroge Ouma,2774691,585070,585070,801995,Single,2023
4245,Kamau Lagat,36883102,8224851,0,4324472,Single,2023
4246,Auma Kipchoge,4460948,950342,950342,378793,Single,2024
4247,Omondi Kuria,599240,75742,75742,-718269,Head of Household,2024
4248,Mutua Bett,2864301,458558,458558,828500,Single,2024
4249,Gathoni Kibaki,4899502,858618,858618,859486,Head of Household,2024
4250,Wambui Rudisha,3234290,699486,699486,484585,Married,2023
4251,Wangari Kipchoge,23527650,4000577,0,2458969,Head of Household,2024
4252,Kiprop Bett,3976686,1029830,1029830,396649,Head of Household,2023
4253,Chepkoech Karanja,3108505,487258,487258,87217,Single,2024
4254,Kimani Wanjala,3363725,596130,596130,240057,Head of Household,2022
4255,Otieno Owino,3213556,644653,644653,871620,Single,2023
4256,Kamau Owino,561580,165911,165911,128126,Married,2022
4257,Wangari Rotich,2827891,410112,410112,108403,Single,2022
4258,Cheruiyot Njuguna,4364449,516052,516052,219692,Head of Household,2023
4259,Cheruiyot Ngugi,4233316,724707,724707,260677,Head of Household,2023
4260,Otieno Ngugi,3050458,443364,443364,324721,Married,2022
4261,Chebet Kipchoge,4041793,969167,969167,768299,Head of Household,2022
4262,Kiplangat Kimutai,3275274,433402,433402,891158,Single,2024
4263,Akinyi Sang,4257684,941050,941050,-603896,Head of Household,2023
4264,Njeri Kirui,2585013,441846,441846,-487752,Head of Household,2022
4265,Chebet Mutai,3591788,657562,657562,-537659,Single,2024
4266,Kamau Bett,3311466,706890,706890,816502,Married,2024
4267,Omondi Kipchoge,4083063,757779,757779,-332297,Head of Household,2023
4268,Wangari Ondiek,5400910,1056013,1056013,65399,Head of Household,2024
4269,Omondi Njuguna,44917905,4783299,0,10975223,Head of Household,2023
4270,Njeri Kemboi,1048629,174862,174862,253424,Head of Household,2022
4271,Kamau Kirui,4221487,1225536,1225536,648147,Married,2022
4272,Gathoni Moi,2222984,492017,492017,293657,Married,2022
4273,Kosgei Kenyatta,2478170,634220,634220,332555,Single,2022
4274,Keter Kimutai,394637,41389,41389,35741,Head of Household,2024
4275,Kosgei Kemboi,2658594,618858,618858,3005106,Single,2023
4276,Kosgei Karanja,21500506,5234876,0,3743391,Married,2022
4277,Omondi Bett,1010732,575519,575519,6489,Single,2023
4278,Wambui Bett,1648401,336540,336540,472448,Single,2023
4279,Cherono Ngugi,2041536,552532,552532,117090,Head of Household,2023
4280,Auma Kamau,391436,57469,57469,57124,Married,2024
4281,Wambui Karanja,4860784,654564,654564,-765288,Head of Household,2022
4282,Gathoni Korir,14061803,3572014,3572014,688965,Married,2024
4283,Nyambura Kemboi,4419625,641116,641116,541476,Married,2022
4284,Kiprop Gitau,2921763,323160,323160,48719,Single,2023
4285,Kiplangat Bett,2576468,427603,427603,490652,Married,2024
4286,Omondi Ochieng,4742904,977132,977132,784756,Married,2023
4287,Wanjiku Kiprotich,3612315,2811280,2811280,165455,Single,2022
4288,Wangari Karanja,4118694,615994,615994,998840,Single,2023
4289,Kimani Kemboi,1097194,180717,180717,252044,Head of Household,2022
4290,Mutua Njuguna,2796371,509134,509134,343909,Head of Household,2022
4291,Muthoni Kenyatta,16081065,1861311,0,1350354,Married,2022
4292,Wangari Sigei,24183769,3870663,0,559130,Single,2023
4293,Muthoni Rotich,3238283,351896,351896,434425,Single,2024
4294,Ruto Wanjala,4638801,857849,857849,817406,Married,2023
4295,Nyambura Kiprono,3986826,1118024,1118024,643426,Single,2023
4296,Omondi Kirui,31401712,18157280,18157280,5466294,Head of Household,2022
4297,Kariuki Kimutai,1646724,278195,278195,72687,Single,2024
4298,Keter Karanja,2386658,394851,394851,701281,Single,2024
4299,Wangari Mwangi,811187,105985,105985,196108,Single,2022
4300,Kibet Ochieng,1030271,220892,220892,113855,Married,2022
4301,Kariuki Sigei,479512,49118,49118,139286,Single,2023
4302,Odinga Kibaki,2122449,458023,458023,342034,Married,2024
4303,Wambui Owino,2204930,439072,439072,85700,Head of Household,2024
4304,Kimani Owino,1603366,427621,427621,233045,Single,2022
4305,Maina Korir,1892426,407368,407368,138940,Single,2023
4306,Cheruiyot Ouma,323060,68518,68518,62963,Married,2022
4307,Muthoni Lagat,2495800,721294,721294,730894,Single,2022
4308,Kamau Mutai,1227417,355031,355031,356869,Married,2024
4309,Odhiambo Mwangi,14537889,8143356,8143356,3447996,Single,2022
4310,Maina Mutai,1848537,523787,523787,513276,Single,2022
4311,Wangari Sigei,4994079,1314286,1314286,131896,Single,2022
4312,Wambui Rudisha,3435114,2692095,2692095,350431,Head of Household,2023
4313,Chepkoech Mutai,4608167,1270673,1270673,301394,Head of Household,2023
4314,Kimani Kemboi,2872347,360338,360338,201049,Single,2022
4315,Odinga Rotich,2167477,391972,391972,617394,Married,2024
4316,Chepkoech Kamau,19718765,2828481,2828481,495468,Married,2022
4317,Kamau Mutai,28365327,5502863,5502863,920612,Single,2022
4318,Kiprop Sang,3579827,1023867,1023867,539473,Married,2024
4319,Kimani Sang,3964611,536288,536288,949904,Head of Household,2023
4320,Njeri Ochieng,1916552,490583,490583,474524,Head of Household,2022
4321,Muthoni Mutai,3164274,511417,511417,-562121,Head of Household,2024
4322,Odinga Ouma,3029368,562315,562315,789375,Head of Household,2024
4323,Keter Sang,10137271,1789936,1789936,737805,Head of Household,2024
4324,Keter Mutai,469912,77682,77682,101234,Head of Household,2023
4325,Auma Rudisha,4276493,1055576,1055576,72440,Head of Household,2022
4326,Kariuki Kirui,4501125,1192299,1192299,983596,Married,2024
4327,Chebet Ochieng,291677,37964,37964,18765,Single,2024
4328,Otieno Kiprotich,2059203,243674,243674,481528,Single,2023
4329,Cheruiyot Kuria,4002258,931849,931849,372873,Single,2024
4330,Omondi Njuguna,1235714,629600,629600,50409,Head of Household,2024
4331,Njeri Ouma,2151823,406301,406301,78986,Married,2024
4332,Rotich Kamau,4687579,625498,625498,658189,Head of Household,2022
4333,Wanjiku Sang,1533835,283686,283686,371525,Head of Household,2024
4334,Mutua Kiprotich,3458181,731167,731167,679617,Head of Household,2022
4335,Chepkoech Karanja,25501501,3073873,3073873,750304,Single,2022
4336,Njeri Muchiri,3531516,2771207,2771207,7597,Single,2022
4337,Kiplangat Kiprotich,376822,103943,103943,60828,Head of Household,2022
4338,Nyambura Kipkemoi,350377,48924,48924,23084,Head of Household,2022
4339,Omondi Mwangi,2345746,656073,656073,5017,Head of Household,2023
4340,Kimani Kiprotich,3497064,2404638,2404638,706691,Head of Household,2024
4341,Wambui Kipchoge,4641720,1288228,1288228,382464,Single,2022
4342,Rotich Kipkemoi,4270025,2435231,2435231,354509,Head of Household,2023
4343,Njeri Kirui,1407587,251222,251222,168372,Head of Household,2022
4344,Odinga Kuria,3358422,943629,943629,36575,Single,2024
4345,Kibet Moi,2046556,317415,317415,515161,Single,2022
4346,Rotich Bett,1629780,248350,248350,2425689,Head of Household,2023
4347,Jelimo Kimutai,882971,219340,219340,56388,Single,2024
4348,Gathoni Kuria,4506063,469552,469552,614440,Head of Household,2022
4349,Mutua Kirui,4701408,758839,758839,483075,Head of Household,2022
4350,Gathoni Kenyatta,3442062,415055,415055,484439,Head of Household,2024
4351,Njoroge Kiprotich,4905616,521655,521655,676057,Head of Household,2022
4352,Rotich Bett,3520933,903578,903578,350589,Head of Household,2023
4353,Kibet Kamau,2806030,646418,646418,441590,Single,2024
4354,Muthoni Moi,4946857,602706,602706,690692,Head of Household,2023
4355,Auma Wanjala,834619,205018,205018,219633,Head of Household,2024
4356,Nyambura Rudisha,3246120,793562,793562,965283,Single,2023
4357,Kiplangat Rudisha,1421079,302906,302906,1809971,Head of Household,2024
4358,Kipchoge Mutai,425375,115235,115235,97582,Married,2023
4359,Nyambura Kemboi,3781858,1082702,1082702,826735,Single,2024
4360,Wanjiku Sigei,1810024,517774,517774,328585,Married,2023
4361,Njeri Kipkemoi,1745911,391485,391485,109510,Single,2024
4362,Kipchoge Ochieng,22408206,3702291,0,6608030,Single,2024
4363,Otieno Owino,936087,238468,238468,1772582,Single,2022
4364,Wanjiku Kemboi,1855051,266821,266821,255415,Head of Household,2022
4365,Kariuki Rotich,4410884,1050812,1050812,235493,Married,2024
4366,Chebet Kuria,4566636,1080108,1080108,805856,Married,2024
4367,Kibet Kibaki,33731508,7246900,7246900,816845,Head of Household,2023
4368,Wambui Kimutai,4185158,722361,722361,335354,Married,2024
4369,Njoroge Ondiek,4224030,623921,623921,952395,Single,2023
4370,Cherono Rudisha,2406106,569392,569392,643379,Head of Household,2024
4371,Njoroge Muchiri,692824,95188,95188,55826,Married,2023
4372,Chepkoech Kipchoge,4357876,619392,619392,985910,Head of Household,2023
4373,Kiprop Kimutai,3503807,1659191,1659191,1035218,Single,2023
4374,Jelimo Nyong'o,2615394,631918,631918,669334,Head of Household,2024
4375,Omondi Sang,14491315,4202446,0,687551,Head of Household,2024
4376,Otieno Gitau,1618203,188582,188582,334617,Head of Household,2023
4377,Wambui Njuguna,3044400,571675,571675,340198,Head of Household,2024
4378,Mutua Ondiek,4132902,1906883,1906883,605882,Head of Household,2022
4379,Cherono Mwangi,2319601,306044,306044,585258,Single,2023
4380,Nyambura Kamau,1959083,230833,230833,227828,Head of Household,2022
4381,Jelimo Muchiri,2494205,1263744,1263744,285658,Head of Household,2024
4382,Chepkoech Kibaki,1004935,126355,126355,96912,Head of Household,2023
4383,Kamau Kuria,3913102,1154171,1154171,206951,Married,2024
4384,Nyambura Kibaki,4985574,852754,852754,947933,Married,2022
4385,Wambui Bett,3445813,922262,922262,3937161,Single,2024
4386,Keter Kenyatta,814046,133533,133533,197100,Single,2024
4387,Keter Kiprotich,4319788,1170697,1170697,209648,Single,2022
4388,Ruto Kamau,1468569,363306,363306,377911,Married,2024
4389,Ruto Ochieng,2356636,640460,640460,276726,Single,2023
4390,Muthoni Rotich,4474805,754348,754348,734952,Head of Household,2022
4391,Wambui Njuguna,44921328,9414477,0,3321576,Head of Household,2023
4392,Kariuki Lagat,205376,33448,33448,4152,Married,2023
4393,Cherono Kamau,3657936,960059,960059,938730,Head of Household,2022
4394,Keter Sigei,1625561,273907,273907,30376,Head of Household,2022
4395,Muthoni Sigei,3119523,640985,640985,463951,Head of Household,2022
4396,Maina Sigei,3530388,561404,561404,564981,Head of Household,2023
4397,Odinga Rudisha,244995,32469,32469,991593,Married,2023
4398,Otieno Karanja,2960558,601934,601934,722687,Married,2022
4399,Chebet Kiprotich,2021920,569859,569859,230196,Married,2023
4400,Omondi Kemboi,5451365,647021,647021,847139,Single,2022
4401,Kibet Rudisha,2026047,414777,414777,2607855,Head of Household,2022
4402,Kiplangat Owino,669599,513294,513294,187326,Head of Household,2023
4403,Akinyi Kipchoge,37876066,6261688,0,7608434,Single,2022
4404,Mutua Karanja,419615,77495,77495,59503,Married,2024
4405,Kariuki Kipchoge,3805956,1132475,1132475,395207,Married,2023
4406,Kamau Ouma,4215812,1180969,1180969,790391,Married,2023
4407,Kariuki Rotich,4208383,2909039,2909039,479185,Head of Household,2024
4408,Odinga Sang,1231477,201117,201117,329053,Head of Household,2022
4409,Chebet Kamau,597458,111986,111986,173066,Head of Household,2024
4410,Kiprop Kuria,293208,85656,85656,32318,Married,2022
4411,Kimani Ochieng,1311849,293153,293153,275976,Married,2023
4412,Gathoni Kipkemoi,4657879,1147460,1147460,798418,Single,2023
4413,Mutua Moi,1163702,345374,345374,170901,Married,2022
4414,Cheruiyot Njuguna,977588,501250,501250,271445,Head of Household,2023
4415,Njoroge Ochieng,2743336,492802,492802,675723,Head of Household,2024
4416,Jelimo Njuguna,4166159,1003036,1003036,915562,Head of Household,2024
4417,Omondi Rotich,42015680,7961465,7961465,-117362,Married,2024
4418,Kamau Kenyatta,4424313,569250,569250,57701,Single,2022
4419,Kariuki Rudisha,1432609,153397,153397,225732,Married,2024
4420,Njeri Kuria,4770956,789115,789115,282278,Married,2022
4421,Wangari Sigei,4313952,768467,768467,722197,Single,2024
4422,Kimani Kenyatta,4162344,658734,658734,303411,Married,2024
4423,Wangari Sigei,40138730,10286016,0,4253045,Head of Household,2022
4424,Cheruiyot Kirui,43725322,12152026,0,9492837,Single,2024
4425,Nyambura Kipchoge,3107985,927816,927816,780493,Single,2022
4426,Odinga Kamau,1276683,367140,367140,286140,Single,2024
4427,Odinga Moi,2309494,342590,342590,82972,Married,2023
4428,Auma Kipkemoi,684367,103842,103842,148201,Head of Household,2024
4429,Gathoni Ouma,3975705,977110,977110,4829274,Married,2022
4430,Chebet Kiprotich,1476676,225621,225621,361519,Married,2023
4431,Odhiambo Kamau,4468426,1331111,1331111,846942,Single,2022
4432,Ruto Nyong'o,38807647,8357419,0,9447768,Head of Household,2024
4433,Cherono Kiprotich,1671813,423455,423455,425860,Head of Household,2022
4434,Muthoni Wanjala,2768311,546745,546745,273416,Single,2022
4435,Omondi Ngugi,685750,156446,156446,84775,Single,2024
4436,Mutua Karanja,1295604,1005946,1005946,351728,Single,2023
4437,Kamau Mutai,328180,57430,57430,86228,Married,2024
4438,Jelimo Sigei,590914,176094,176094,39045,Head of Household,2022
4439,Njoroge Sigei,1237620,651252,651252,254933,Head of Household,2023
4440,Kibet Mutai,2217133,595897,595897,180164,Head of Household,2022
4441,Kiprop Kiprono,36859392,8376785,0,9680408,Head of Household,2024
4442,Keter Bett,47869355,7815584,0,13114490,Head of Household,2022
4443,Cheruiyot Kuria,1468170,256539,256539,199117,Head of Household,2023
4444,Wanjiku Ondiek,2815156,463239,463239,640852,Head of Household,2024
4445,Kosgei Kipchoge,3824029,1112335,1112335,91710,Single,2024
4446,Mutua Kuria,2560751,612256,612256,74700,Head of Household,2022
4447,Wangari Sang,16934627,4755560,0,1570444,Head of Household,2022
4448,Chebet Kibaki,360914,91717,91717,78369,Married,2023
4449,Muthoni Ondiek,1662883,384770,384770,188471,Head of Household,2024
4450,Gathoni Ouma,3204220,812962,812962,659263,Married,2023
4451,Kiplangat Sigei,575798,130618,130618,52721,Head of Household,2024
4452,Omondi Bett,4655439,1241468,1241468,301137,Single,2023
4453,Njoroge Gitau,1541573,171891,171891,437934,Single,2023
4454,Omondi Kuria,2281425,592669,592669,269029,Married,2023
4455,Kiprop Kirui,4455110,684961,684961,279677,Single,2023
4456,Muthoni Korir,2160468,532430,532430,451867,Head of Household,2022
4457,Jelimo Njuguna,2854533,490491,490491,76257,Married,2023
4458,Auma Ochieng,4740869,988582,988582,-218445,Head of Household,2023
4459,Kibet Karanja,2140807,499480,499480,217886,Head of Household,2022
4460,Kibet Wanjala,19996580,4984793,0,5333770,Single,2024
4461,Akinyi Kenyatta,4063269,496797,496797,720138,Married,2023
4462,Chepkoech Ngugi,530355,83507,83507,72405,Married,2023
4463,Odhiambo Kimutai,1181694,129133,129133,301232,Single,2023
4464,Auma Ochieng,2849321,846154,846154,140481,Married,2022
4465,Kimani Rotich,487978,54628,54628,76690,Head of Household,2023
4466,Chepkoech Kimutai,34890644,8361346,0,10246586,Head of Household,2024
4467,Kamau Kipkemoi,936797,275623,275623,-428549,Single,2022
4468,Otieno Mwangi,469874,326776,326776,45652,Married,2023
4469,Otieno Nyong'o,3595804,2256908,2256908,548334,Head of Household,2023
4470,Omondi Gitau,372597,67693,67693,95488,Head of Household,2023
4471,Otieno Ouma,1233052,285586,285586,104683,Single,2024
4472,Otieno Bett,24631504,3301585,0,5567790,Married,2022
4473,Wanjiku Kenyatta,1551121,251590,251590,429175,Head of Household,2023
4474,Kariuki Korir,544694,161231,161231,35817,Head of Household,2022
4475,Kosgei Kiprotich,1864952,387894,387894,39467,Married,2022
4476,Wangari Kimutai,688410,94905,94905,88002,Married,2023
4477,Chebet Ngugi,1829392,260725,260725,-787640,Single,2023
